product_id,category,days_in_stock,weekly_sales_30d,stock_qty,discounts_tried,season_match,price_reductions,sales_velocity,stock_sales_ratio,aging_risk,discount_fail,low_demand,dead_stock_risk,label,days_to_dead,unit_price,locked_capital
P1335,Cough Syrup,51,13,94,0,0.607501391004714,6,3.25,28.923076923076923,0,0,0,0.3,0,365.0,203.2572838684778,19106.18468363691
P1336,Antibiotic,5,21,102,1,0.34193877646856424,2,5.25,19.428571428571427,0,0,0,0.3,0,365.0,424.3478986971916,43283.48566711354
P1337,Cough Syrup,10,15,102,2,0.408747579472062,3,3.75,27.2,0,0,0,0.3,0,365.0,290.07021363921444,29587.161791199873
P1338,Painkiller,34,13,93,0,1.0111496824633501,2,3.25,28.615384615384617,0,0,0,0.3,0,365.0,323.33140812990536,30069.8209560812
P1339,Generic,42,15,93,0,1.3394613937133468,2,3.75,24.8,0,0,0,0.3,0,365.0,141.83399026289538,13190.561094449271
P1340,Cough Syrup,17,14,107,1,0.8382364960785913,3,3.5,30.571428571428573,0,0,0,0.3,0,365.0,163.29941618501803,17473.03753179693
P1341,Cough Syrup,22,18,89,0,1.0512697707596672,4,4.5,19.77777777777778,0,0,0,0.3,0,365.0,202.90694378936024,18058.71799725306
P1342,Vitamin,5,24,86,0,1.271679721475141,1,6.0,14.333333333333334,0,0,0,0.3,0,365.0,259.41603933867407,22309.77938312597
P1343,Generic,21,19,101,3,0.7281226925496832,2,4.75,21.263157894736842,0,1,0,0.5,0,365.0,69.76728662493619,7046.4959491185555
P1344,Antibiotic,203,16,96,0,1.085176884421601,1,4.0,24.0,1,0,0,0.7,1,-83.92143349325926,449.77611271432454,43178.50682057516
P1345,Painkiller,173,15,90,0,0.7205189109491448,2,3.75,24.0,1,0,0,0.7,1,-85.87567054488319,456.67051450386583,41100.34630534793
P1346,Antibiotic,24,18,100,1,1.071258425726483,1,4.5,22.22222222222222,0,0,0,0.3,0,365.0,347.7559640235555,34775.59640235555
P1347,Generic,50,14,103,1,0.5611292641670975,3,3.5,29.428571428571427,0,0,0,0.3,0,365.0,192.2237753701648,19799.048863126973
P1348,Cough Syrup,144,6,84,1,1.4734075851245039,3,1.5,56.0,1,0,1,0.7999999999999999,1,-49.026547708262896,223.39323709801695,18765.031916233424
P1349,Cough Syrup,0,10,99,2,0.39141332226785197,2,2.5,39.6,0,0,0,0.3,0,365.0,380.32294949198865,37651.971999706875
P1350,Generic,99,9,97,1,0.9062794194270691,3,2.25,43.111111111111114,1,0,0,0.7,1,-29.076545774808835,178.83095246612305,17346.602389213935
P1351,Cough Syrup,177,18,91,1,0.6435556956624924,2,4.5,20.22222222222222,1,0,0,0.7,1,-69.97044520184686,324.01311017586585,29485.19302600379
P1352,Cough Syrup,5,10,96,0,1.0210054017793018,2,2.5,38.4,0,0,0,0.3,0,365.0,457.8219851629664,43950.910575644775
P1353,Cough Syrup,10,17,92,1,0.8139683758930931,1,4.25,21.647058823529413,0,0,0,0.3,0,365.0,234.70152442600227,21592.54024719221
P1354,Painkiller,194,14,111,2,0.6679987051319124,3,3.5,31.714285714285715,1,0,0,0.7,1,-141.58536506471555,314.17194378328395,34873.085759944515
P1355,Painkiller,46,12,114,0,0.6000451659395225,1,3.0,38.0,0,0,0,0.3,0,365.0,467.86540418095893,53336.65607662932
P1356,Vitamin,0,20,81,2,0.5189983370371378,3,5.0,16.2,0,0,0,0.3,0,365.0,203.26170465903593,16464.19807738191
P1357,Antibiotic,17,15,100,0,1.2394551794265147,0,3.75,26.666666666666668,0,0,0,0.3,0,365.0,391.8378854808727,39183.78854808727
P1358,Generic,35,11,102,1,0.5666399245123752,3,2.75,37.09090909090909,0,0,0,0.3,0,365.0,389.80483515312073,39760.093185618316
P1359,Generic,70,19,105,0,1.2282314356510984,4,4.75,22.105263157894736,0,0,0,0.3,0,365.0,467.8228372124285,49121.39790730499
P1360,Generic,79,21,95,2,0.8820463309852136,1,5.25,18.095238095238095,0,0,0,0.3,0,365.0,436.365193632417,41454.693395079616
P1361,Vitamin,323,10,107,1,0.38667362562743784,0,2.5,42.8,1,0,0,0.7,1,-239.72015327318175,386.97268261326246,41406.077039619086
P1362,Painkiller,20,17,101,0,0.498531213184483,1,4.25,23.764705882352942,0,0,0,0.3,0,365.0,336.43194264691624,33979.62620733854
P1363,Vitamin,46,20,117,1,1.3714855729466384,3,5.0,23.4,0,0,0,0.3,0,365.0,158.53473094917098,18548.563521053005
P1364,Generic,45,13,77,2,1.0233789864061555,4,3.25,23.692307692307693,0,0,0,0.3,0,365.0,351.79190270058166,27087.976507944786
P1365,Antibiotic,31,11,84,1,0.5211998144660213,2,2.75,30.545454545454547,0,0,0,0.3,0,365.0,174.39955976832584,14649.563020539372
P1366,Cough Syrup,11,14,100,3,1.1445178982409612,0,3.5,28.571428571428573,0,1,0,0.5,0,365.0,248.00882241028515,24800.882241028514
P1367,Painkiller,227,11,91,0,1.287914093314188,4,2.75,33.09090909090909,1,0,0,0.7,1,-140.11384023497402,369.3643865754685,33612.159178367634
P1368,Painkiller,115,12,95,0,0.6967837770701698,3,3.0,31.666666666666668,1,0,0,0.7,1,-15.994574097739115,353.70241144563016,33601.72908733487
P1369,Vitamin,41,11,116,1,0.967914255372855,2,2.75,42.18181818181818,0,0,0,0.3,0,365.0,230.53959179892485,26742.592648675283
P1370,Painkiller,55,16,105,0,0.6521399643397644,3,4.0,26.25,0,0,0,0.3,0,365.0,132.20405868922546,13881.426162368674
P1371,Generic,15,17,78,1,0.39607406126470346,1,4.25,18.352941176470587,0,0,0,0.3,0,365.0,267.864104339199,20893.400138457524
P1372,Generic,47,12,114,1,0.7794108932843231,1,3.0,38.0,0,0,0,0.3,0,365.0,171.48781421251437,19549.610820226637
P1373,Vitamin,71,17,114,1,1.2017184229378635,1,4.25,26.823529411764707,0,0,0,0.3,0,365.0,164.94551541199985,18803.788756967984
P1374,Generic,43,11,82,1,0.8504163346659321,2,2.75,29.818181818181817,0,0,0,0.3,0,365.0,197.05711345095415,16158.68330297824
P1375,Antibiotic,278,12,105,1,0.7863228096241888,3,3.0,35.0,1,0,0,0.7,1,-165.3390600282684,367.8069913185312,38619.73408844577
P1376,Vitamin,56,11,94,1,0.7392086266073055,2,2.75,34.18181818181818,0,0,0,0.3,0,365.0,273.77862438552825,25735.190692239656
P1377,Antibiotic,27,18,98,0,0.8507001872034596,2,4.5,21.77777777777778,0,0,0,0.3,0,365.0,217.9269395708645,21356.840077944722
P1378,Cough Syrup,88,14,85,1,0.6818747425591984,3,3.5,24.285714285714285,0,0,0,0.3,0,365.0,455.2676663878293,38697.75164296549
P1379,Antibiotic,11,19,101,0,1.0346210338942496,3,4.75,21.263157894736842,0,0,0,0.3,0,365.0,368.0513034342919,37173.181646863486
P1380,Cough Syrup,29,13,109,4,0.37627917542963396,3,3.25,33.53846153846154,0,1,0,0.5,0,365.0,272.59377229907443,29712.721180599114
P1381,Cough Syrup,25,17,91,2,1.268865808136777,4,4.25,21.41176470588235,0,0,0,0.3,0,365.0,239.57976327314526,21801.75845785622
P1382,Antibiotic,33,19,106,1,0.5078003365840051,1,4.75,22.31578947368421,0,0,0,0.3,0,365.0,418.5035740479378,44361.378849081404
P1383,Vitamin,91,11,101,0,1.0601336739464935,1,2.75,36.72727272727273,1,0,0,0.7,1,10.142652715610245,127.81602226736155,12909.418249003516
P1384,Generic,39,10,82,2,0.8398590276626889,2,2.5,32.8,0,0,0,0.3,0,365.0,348.869266446719,28607.27984863096
P1385,Generic,94,19,79,0,1.2281922562545682,1,4.75,16.63157894736842,1,0,0,0.7,1,18.663194699523387,59.45688450413118,4697.093875826364
P1386,Cough Syrup,51,14,95,1,1.2913679841852679,0,3.5,27.142857142857142,0,0,0,0.3,0,365.0,53.13232087839129,5047.570483447173
P1387,Cough Syrup,25,17,101,2,0.5450404466228005,0,4.25,23.764705882352942,0,0,0,0.3,0,365.0,469.3026619211636,47399.56885403752
P1388,Vitamin,99,16,99,1,1.1126149769253066,3,4.0,24.75,1,0,0,0.7,1,-18.933633519772854,281.2948602085271,27848.191160644183
P1389,Painkiller,16,11,123,1,0.5278890081210075,0,2.75,44.72727272727273,0,0,0,0.3,0,365.0,191.8028415036346,23591.749504947056
P1390,Antibiotic,15,7,120,4,0.44879791300186156,1,1.75,68.57142857142857,0,1,1,0.6,1,97.99687807769176,407.6132919372708,48913.5950324725
P1391,Cough Syrup,42,10,100,1,1.4163553217655014,2,2.5,40.0,0,0,0,0.3,0,365.0,493.17260268910206,49317.260268910206
P1392,Generic,18,17,82,1,0.49726688452961143,2,4.25,19.294117647058822,0,0,0,0.3,0,365.0,65.48620613879037,5369.86890338081
P1393,Vitamin,0,12,107,2,0.57375831909928,2,3.0,35.666666666666664,0,0,0,0.3,0,365.0,67.08231241093796,7177.8074279703615
P1394,Antibiotic,62,8,102,0,0.4563888093455627,2,2.0,51.0,0,0,0,0.3,0,365.0,434.6519235636788,44334.49620349523
P1395,Vitamin,42,23,97,1,0.864350267245747,1,5.75,16.869565217391305,0,0,0,0.3,0,365.0,300.5216598940299,29150.6010097209
P1396,Antibiotic,35,12,112,0,1.4035287870292685,1,3.0,37.333333333333336,0,0,0,0.3,0,365.0,447.2337837839368,50090.18378380092
P1397,Antibiotic,204,16,92,0,0.6168668864546933,5,4.0,23.0,1,0,0,0.7,1,-89.24050908875452,362.589384638211,33358.223386715414
P1398,Cough Syrup,50,15,124,3,0.9502225568991476,2,3.75,33.06666666666667,0,1,0,0.5,0,365.0,261.7635431977352,32458.679356519166
P1399,Vitamin,119,12,110,1,0.7937504845113179,2,3.0,36.666666666666664,1,0,0,0.7,1,-45.98050870136544,122.60566616681659,13486.623278349825
P1400,Vitamin,9,16,96,0,0.7032112930085723,4,4.0,24.0,0,0,0,0.3,0,365.0,225.4375161373507,21642.00154918567
P1401,Generic,50,17,106,1,0.9865832295162895,2,4.25,24.941176470588236,0,0,0,0.3,0,365.0,404.21529165141595,42846.82091505009
P1402,Generic,121,20,102,1,0.970671481402573,0,5.0,20.4,1,0,0,0.7,1,-46.20932452235973,155.26289732727398,15836.815527381945
P1403,Cough Syrup,52,18,112,0,0.7312399210608007,1,4.5,24.88888888888889,0,0,0,0.3,0,365.0,370.5649222959168,41503.27129714268
P1404,Cough Syrup,75,14,103,1,1.32067595587925,1,3.5,29.428571428571427,0,0,0,0.3,0,365.0,161.30506060700063,16614.421242521064
P1405,Painkiller,27,18,102,2,0.3638065292994302,1,4.5,22.666666666666668,0,0,0,0.3,0,365.0,258.59047017336565,26376.227957683295
P1406,Generic,5,16,96,1,0.40228607420076945,0,4.0,24.0,0,0,0,0.3,0,365.0,88.44440193990607,8490.662586230983
P1407,Antibiotic,36,9,99,3,1.4889375119600856,3,2.25,44.0,0,1,0,0.5,0,365.0,254.7493064320528,25220.18133677323
P1408,Vitamin,30,16,100,2,1.197219494461415,2,4.0,25.0,0,0,0,0.3,0,365.0,325.7161449390689,32571.61449390689
P1409,Cough Syrup,121,14,103,2,1.264714684116118,2,3.5,29.428571428571427,1,0,0,0.7,1,-45.70791520350915,303.4931187245885,31259.791228632614
P1410,Vitamin,16,11,89,2,1.0232412901665566,2,2.75,32.36363636363637,0,0,0,0.3,0,365.0,232.90993147833834,20728.98390157211
P1411,Vitamin,204,11,103,0,0.8038325112317517,3,2.75,37.45454545454545,1,0,0,0.7,1,-120.33386112633437,216.36287408178313,22285.376030423664
P1412,Painkiller,190,23,83,2,1.055072254478769,1,5.75,14.434782608695652,1,0,0,0.7,1,-119.42556945598704,173.92944086414613,14436.143591724129
P1413,Generic,17,20,117,0,0.41110164673045557,6,5.0,23.4,0,0,0,0.3,0,365.0,395.1968295683332,46238.029059494984
P1414,Cough Syrup,25,14,104,1,1.2093230019625953,2,3.5,29.714285714285715,0,0,0,0.3,0,365.0,402.1871439615109,41827.462971997134
P1415,Vitamin,135,8,95,0,0.9488916565726193,2,2.0,47.5,1,0,0,0.7,1,-37.94572275108059,267.36239747020073,25399.42775966907
P1416,Cough Syrup,203,17,100,2,1.4480782686457108,0,4.25,23.529411764705884,1,0,0,0.7,1,-103.12611274634301,222.1527942025381,22215.27942025381
P1417,Antibiotic,35,16,94,2,1.0649703092491798,3,4.0,23.5,0,0,0,0.3,0,365.0,336.84033753621884,31662.99172840457
P1418,Painkiller,23,12,119,0,0.4820310446141413,1,3.0,39.666666666666664,0,0,0,0.3,0,365.0,300.97954494282715,35816.56584819643
P1419,Antibiotic,44,15,101,1,0.873060137973656,2,3.75,26.933333333333334,0,0,0,0.3,0,365.0,350.26495988434647,35376.760948318995
P1420,Cough Syrup,69,19,117,4,0.36938669906318533,2,4.75,24.63157894736842,0,1,0,0.5,0,365.0,187.7069894948028,21961.717770891926
P1421,Cough Syrup,19,16,93,1,1.1945154711502457,1,4.0,23.25,0,0,0,0.3,0,365.0,404.75730167919323,37642.42905616497
P1422,Generic,80,12,99,2,0.9021978258819809,1,3.0,33.0,0,0,0,0.3,0,365.0,192.53426488344056,19060.892223460614
P1423,Vitamin,3,12,102,0,0.7435840437508434,4,3.0,34.0,0,0,0,0.3,0,365.0,238.42547234359708,24319.3981790469
P1424,Vitamin,3,21,86,1,1.4622592580064468,4,5.25,16.38095238095238,0,0,0,0.3,0,365.0,109.59022769227988,9424.75958153607
P1425,Antibiotic,29,8,99,2,1.428718222760856,5,2.0,49.5,0,0,0,0.3,0,365.0,434.9161950318136,43056.70330814955
P1426,Painkiller,26,10,96,0,1.4433983961913435,5,2.5,38.4,0,0,0,0.3,0,365.0,339.9231858669439,32632.62584322662
P1427,Vitamin,22,23,86,2,0.5651642906602923,0,5.75,14.956521739130435,0,0,0,0.3,0,365.0,155.879176455686,13405.609175188996
P1428,Generic,40,13,103,2,1.1742835148627906,2,3.25,31.692307692307693,0,0,0,0.3,0,365.0,433.27312421104017,44627.131793737135
P1429,Antibiotic,23,13,88,3,1.4344585646429473,1,3.25,27.076923076923077,0,1,0,0.5,0,365.0,367.15685359190536,32309.80311608767
P1430,Antibiotic,12,16,101,0,0.9850443080479605,2,4.0,25.25,0,0,0,0.3,0,365.0,248.9811149760122,25147.09261257723
P1431,Generic,22,15,101,0,0.5569924127198054,3,3.75,26.933333333333334,0,0,0,0.3,0,365.0,495.42927408103407,50038.35668218444
P1432,Painkiller,221,18,107,2,1.2813749566587147,2,4.5,23.77777777777778,1,0,0,0.7,1,-116.31073265896542,201.74438752746588,21586.649465438848
P1433,Generic,31,14,118,0,1.3559018967920542,4,3.5,33.714285714285715,0,0,0,0.3,0,365.0,94.797305031446,11186.081993710628
P1434,Painkiller,35,14,97,0,1.1438824636638167,1,3.5,27.714285714285715,0,0,0,0.3,0,365.0,380.05657177201783,36865.48746188573
P1435,Generic,51,13,97,2,0.6522634530427154,1,3.25,29.846153846153847,0,0,0,0.3,0,365.0,390.67206789974904,37895.190586275654
P1436,Generic,245,11,107,0,0.5288326783853432,1,2.75,38.90909090909091,1,0,0,0.7,1,-193.3905794227243,76.53429771599613,8189.169855611586
P1437,Cough Syrup,16,14,107,0,1.049123761436061,4,3.5,30.571428571428573,0,0,0,0.3,0,365.0,418.7386049017494,44805.03072448719
P1438,Antibiotic,68,12,124,1,0.8793606297629375,2,3.0,41.333333333333336,0,0,0,0.3,0,365.0,399.1736812430719,49497.536474140914
P1439,Generic,75,12,95,1,1.1025392692959266,2,3.0,31.666666666666668,0,0,0,0.3,0,365.0,468.31836732151316,44490.24489554375
P1440,Generic,56,18,77,0,0.4340395985548392,4,4.5,17.11111111111111,0,0,0,0.3,0,365.0,103.34710514879978,7957.727096457584
P1441,Vitamin,5,15,104,2,0.46309626125767656,3,3.75,27.733333333333334,0,0,0,0.3,0,365.0,320.3643012264053,33317.88732754615
P1442,Antibiotic,67,12,99,2,0.7354674671722459,1,3.0,33.0,0,0,0,0.3,0,365.0,148.74014373051614,14725.274229321098
P1443,Vitamin,3,17,112,0,0.61051234515465,0,4.25,26.352941176470587,0,0,0,0.3,0,365.0,229.74887887296507,25731.874433772085
P1444,Antibiotic,54,14,109,1,1.043206357311205,3,3.5,31.142857142857142,0,0,0,0.3,0,365.0,169.2908730960941,18452.705167474254
P1445,Vitamin,80,19,97,2,0.7410486352346257,1,4.75,20.42105263157895,0,0,0,0.3,0,365.0,252.18396590182218,24461.844692476752
P1446,Generic,14,13,105,1,1.1207649433774607,4,3.25,32.30769230769231,0,0,0,0.3,0,365.0,100.79434778942489,10583.406517889613
P1447,Generic,110,8,96,0,1.2225580825268276,0,2.0,48.0,1,0,0,0.7,1,7.704353935982748,186.58197853667951,17911.86993952123
P1448,Cough Syrup,1,16,91,0,0.5246010842630181,3,4.0,22.75,0,0,0,0.3,0,365.0,81.91342790593832,7454.121939440387
P1449,Vitamin,111,13,105,2,1.4037886024980732,2,3.25,32.30769230769231,1,0,0,0.7,1,-19.999440724300484,271.3243946230226,28489.061435417374
P1450,Painkiller,37,12,110,1,1.244591808343884,3,3.0,36.666666666666664,0,0,0,0.3,0,365.0,183.50744434167623,20185.818877584385
P1451,Cough Syrup,14,18,100,0,1.0521369625851305,1,4.5,22.22222222222222,0,0,0,0.3,0,365.0,315.6388483166429,31563.88483166429
P1452,Vitamin,8,18,102,0,1.390714625697765,3,4.5,22.666666666666668,0,0,0,0.3,0,365.0,255.40078163907572,26050.879727185722
P1453,Vitamin,183,14,101,0,0.6190424995430395,2,3.5,28.857142857142858,1,0,0,0.7,1,-118.76809572907877,159.73389030545593,16133.122920851049
P1454,Cough Syrup,4,15,99,0,0.8060558423664215,2,3.75,26.4,0,0,0,0.3,0,365.0,96.32309836816873,9535.986738448704
P1455,Generic,13,17,105,3,0.4029443764807219,1,4.25,24.705882352941178,0,1,0,0.5,0,365.0,388.99250978316684,40844.21352723252
P1456,Vitamin,25,17,96,2,0.8474181853885294,1,4.25,22.58823529411765,0,0,0,0.3,0,365.0,334.90964933859823,32151.32633650543
P1457,Generic,58,16,92,0,0.907680875517265,2,4.0,23.0,0,0,0,0.3,0,365.0,64.81849834380208,5963.301847629791
P1458,Cough Syrup,47,15,82,3,1.0392803083920739,0,3.75,21.866666666666667,0,1,0,0.5,0,365.0,495.2145019867765,40607.589162915676
P1459,Generic,8,18,104,1,0.3768470557012408,1,4.5,23.11111111111111,0,0,0,0.3,0,365.0,339.1206235689292,35268.54485116864
P1460,Antibiotic,20,22,95,1,0.33895922308044285,1,5.5,17.272727272727273,0,0,0,0.3,0,365.0,143.23135403140836,13606.978632983793
P1461,Painkiller,16,15,94,0,0.8038681983373162,2,3.75,25.066666666666666,0,0,0,0.3,0,365.0,428.22359288328903,40253.01773102917
P1462,Vitamin,14,18,99,1,0.5269599747311102,3,4.5,22.0,0,0,0,0.3,0,365.0,446.94532481299075,44247.587156486086
P1463,Painkiller,31,11,108,0,1.2105460105829553,1,2.75,39.27272727272727,0,0,0,0.3,0,365.0,308.1584285560953,33281.1102840583
P1464,Generic,73,14,109,1,1.1024835409622762,1,3.5,31.142857142857142,0,0,0,0.3,0,365.0,448.5074890442873,48887.31630582731
P1465,Vitamin,14,10,86,1,0.6909923692596622,1,2.5,34.4,0,0,0,0.3,0,365.0,63.12729354047564,5428.947244480905
P1466,Generic,27,17,121,1,0.3549399181959993,2,4.25,28.470588235294116,0,0,0,0.3,0,365.0,475.3250200253181,57514.32742306349
P1467,Antibiotic,29,10,104,0,0.5189323486122212,2,2.5,41.6,0,0,0,0.3,0,365.0,75.74162633912098,7877.129139268583
P1468,Cough Syrup,224,8,87,1,1.130015211135733,1,2.0,43.5,1,0,0,0.7,1,-127.78130155986518,339.075528782197,29499.57100405114
P1469,Vitamin,185,18,89,0,1.488197872004372,5,4.5,19.77777777777778,1,0,0,0.7,1,-88.14687460948308,205.65258662291004,18303.080209438995
P1470,Antibiotic,96,16,84,1,0.6917524861194988,2,4.0,21.0,1,0,0,0.7,1,0.8916982348911642,67.69055815077438,5686.006884665047
P1471,Antibiotic,16,16,96,0,1.2623955443584722,2,4.0,24.0,0,0,0,0.3,0,365.0,468.1797381208309,44945.254859599765
P1472,Vitamin,4,11,91,2,1.3405157899185085,4,2.75,33.09090909090909,0,0,0,0.3,0,365.0,110.91094666493335,10092.896146508934
P1473,Generic,22,16,95,1,0.3578170465901725,1,4.0,23.75,0,0,0,0.3,0,365.0,434.1848843407905,41247.5640123751
P1474,Antibiotic,18,12,105,1,1.3994659175066575,4,3.0,35.0,0,0,0,0.3,0,365.0,198.65525405718628,20858.80167600456
P1475,Painkiller,42,12,101,0,0.8594432452439453,0,3.0,33.666666666666664,0,0,0,0.3,0,365.0,383.52380123176545,38735.90392440831
P1476,Antibiotic,90,17,93,1,1.4570906478446013,4,4.25,21.88235294117647,0,0,0,0.3,0,365.0,164.39935541366236,15289.140053470599
P1477,Generic,117,15,106,1,0.9462669929437391,2,3.75,28.266666666666666,1,0,0,0.7,1,-14.558390274245136,312.54527197744534,33129.79882960921
P1478,Generic,111,21,102,0,0.5821722118783774,1,5.25,19.428571428571427,1,0,0,0.7,1,-22.97944867317428,409.79921321522255,41799.5197479527
P1479,Painkiller,26,9,87,2,1.4696019688891533,3,2.25,38.666666666666664,0,0,0,0.3,0,365.0,304.78092364855934,26515.94035742466
P1480,Antibiotic,69,11,94,0,0.5919658969391602,1,2.75,34.18181818181818,0,0,0,0.3,0,365.0,187.9486536393344,17667.17344209743
P1481,Generic,22,11,96,0,1.3589738731170045,1,2.75,34.90909090909091,0,0,0,0.3,0,365.0,155.0460802600548,14884.42370496526
P1482,Vitamin,3,13,99,0,0.50775419366226,1,3.25,30.46153846153846,0,0,0,0.3,0,365.0,128.66251855178962,12737.589336627172
P1483,Cough Syrup,72,11,96,2,1.1097210873079535,0,2.75,34.90909090909091,0,0,0,0.3,0,365.0,427.46563491946114,41036.70095226827
P1484,Cough Syrup,0,10,92,2,0.7935499306634328,2,2.5,36.8,0,0,0,0.3,0,365.0,324.92418131043786,29893.024680560284
P1485,Cough Syrup,31,14,101,1,1.466421807781734,2,3.5,28.857142857142858,0,0,0,0.3,0,365.0,278.90506614085314,28169.411680226167
P1486,Antibiotic,23,18,99,1,0.5217271573671055,0,4.5,22.0,0,0,0,0.3,0,365.0,162.3113077229312,16068.819464570188
P1487,Painkiller,70,12,106,1,0.7905536076096973,2,3.0,35.333333333333336,0,0,0,0.3,0,365.0,245.18896184330188,25990.02995539
P1488,Generic,87,18,93,0,1.0677315888524894,0,4.5,20.666666666666668,0,0,0,0.3,0,365.0,329.0282637595953,30599.628529642363
P1489,Vitamin,21,11,73,0,1.4731445079305283,4,2.75,26.545454545454547,0,0,0,0.3,0,365.0,82.3467440804211,6011.312317870741
P1490,Vitamin,100,15,109,0,0.6646356919576086,3,3.75,29.066666666666666,1,0,0,0.7,1,-16.694956557494407,212.3217214609744,23143.06763924621
P1491,Antibiotic,20,18,91,1,0.7762452612537329,2,4.5,20.22222222222222,0,0,0,0.3,0,365.0,157.77664328651673,14357.674539073023
P1492,Cough Syrup,35,10,110,1,0.8541503847868315,2,2.5,44.0,0,0,0,0.3,0,365.0,340.9317078179799,37502.48785997779
P1493,Antibiotic,77,15,95,1,0.6032405895554114,1,3.75,25.333333333333332,0,0,0,0.3,0,365.0,322.821053582897,30668.00009037521
P1494,Painkiller,70,14,102,2,1.2808256404843705,2,3.5,29.142857142857142,0,0,0,0.3,0,365.0,184.73697259032693,18843.171204213348
P1495,Painkiller,262,12,115,1,0.41039472690276324,0,3.0,38.333333333333336,1,0,0,0.7,1,-174.0407133166401,68.7338249480893,7904.38986903027
P1496,Generic,15,14,107,0,1.145747918047563,1,3.5,30.571428571428573,0,0,0,0.3,0,365.0,132.2657378630521,14152.433951346575
P1497,Generic,65,19,103,1,0.9407147639490425,1,4.75,21.68421052631579,0,0,0,0.3,0,365.0,122.02793401770931,12568.877203824059
P1498,Painkiller,56,17,99,1,0.5903123471828549,2,4.25,23.294117647058822,0,0,0,0.3,0,365.0,305.77745073306966,30271.967622573895
P1499,Painkiller,147,16,110,0,0.8913965682408584,2,4.0,27.5,1,0,0,0.7,1,-50.65658264256328,126.18115535946647,13879.927089541312
P1500,Painkiller,10,17,102,0,1.2959389106330461,2,4.25,24.0,0,0,0,0.3,0,365.0,267.0504594228042,27239.146861126028
P1501,Antibiotic,83,12,87,0,0.8345299247065516,5,3.0,29.0,0,0,0,0.3,0,365.0,326.53797679543175,28408.803981202564
P1502,Painkiller,50,15,85,1,0.4462773178979726,0,3.75,22.666666666666668,0,0,0,0.3,0,365.0,445.804512349871,37893.38354973903
P1503,Vitamin,19,12,81,1,0.3489623545578237,3,3.0,27.0,0,0,0,0.3,0,365.0,160.26240333802554,12981.254670380069
P1504,Cough Syrup,38,12,98,2,1.2333555529362683,1,3.0,32.666666666666664,0,0,0,0.3,0,365.0,133.66082131216842,13098.760488592505
P1505,Painkiller,24,14,102,0,0.6965197750008487,1,3.5,29.142857142857142,0,0,0,0.3,0,365.0,127.96422490987709,13052.350940807462
P1506,Cough Syrup,51,10,77,1,1.4174936358889632,0,2.5,30.8,0,0,0,0.3,0,365.0,212.19318928043702,16338.87557459365
P1507,Antibiotic,131,10,80,0,1.040576617200627,2,2.5,32.0,1,0,0,0.7,1,-48.637450398178714,342.13154869334335,27370.523895467468
P1508,Cough Syrup,50,22,100,0,0.8235406694017955,0,5.5,18.181818181818183,0,0,0,0.3,0,365.0,352.33808932387893,35233.808932387896
P1509,Antibiotic,59,18,109,1,0.9773579041808551,4,4.5,24.22222222222222,0,0,0,0.3,0,365.0,144.93285529548092,15797.68122720742
P1510,Vitamin,43,13,103,2,0.848559173895159,1,3.25,31.692307692307693,0,0,0,0.3,0,365.0,109.0550533373771,11232.670493749842
P1511,Antibiotic,3,13,98,0,1.3869732988599437,2,3.25,30.153846153846153,0,0,0,0.3,0,365.0,251.9050701778564,24686.696877429928
P1512,Antibiotic,15,13,96,0,0.8496262432407489,4,3.25,29.53846153846154,0,0,0,0.3,0,365.0,113.53607688033162,10899.463380511836
P1513,Generic,40,13,93,1,0.42487741030649684,2,3.25,28.615384615384617,0,0,0,0.3,0,365.0,415.8143352273837,38670.733176146685
P1514,Painkiller,22,22,105,2,1.0165056469901503,1,5.5,19.09090909090909,0,0,0,0.3,0,365.0,87.74665136836282,9213.398393678097
P1515,Painkiller,12,11,91,3,1.0475772553803828,2,2.75,33.09090909090909,0,1,0,0.5,0,365.0,388.4419949808918,35348.221543261156
P1516,Vitamin,42,20,105,2,1.2183960873516415,0,5.0,21.0,0,0,0,0.3,0,365.0,69.1915619830088,7265.114008215924
P1517,Vitamin,23,14,105,1,1.4199409698612107,0,3.5,30.0,0,0,0,0.3,0,365.0,413.1428521977475,43379.99948076349
P1518,Painkiller,17,14,101,0,0.8316980185481404,3,3.5,28.857142857142858,0,0,0,0.3,0,365.0,332.21825401542486,33554.043655557914
P1519,Generic,37,8,85,0,0.7224919279287669,1,2.0,42.5,0,0,0,0.3,0,365.0,195.06789763622876,16580.771299079446
P1520,Painkiller,8,11,95,0,0.8889252188969992,1,2.75,34.54545454545455,0,0,0,0.3,0,365.0,232.48332264407634,22085.915651187253
P1521,Generic,157,20,99,0,1.3802386822935566,3,5.0,19.8,1,0,0,0.7,1,-69.61821066734281,353.12775825079035,34959.648066828246
P1522,Vitamin,121,13,97,1,1.475978858203824,1,3.25,29.846153846153847,1,0,0,0.7,1,-26.466954254146486,133.5326648005912,12952.668485657345
P1523,Cough Syrup,73,19,107,2,1.4654820079364905,2,4.75,22.526315789473685,0,0,0,0.3,0,365.0,450.64430109024664,48218.94021665639
P1524,Vitamin,6,15,104,1,0.5756346153662737,0,3.75,27.733333333333334,0,0,0,0.3,0,365.0,267.29921038635257,27799.117880180667
P1525,Vitamin,89,15,102,1,0.8962744338742514,2,3.75,27.2,0,0,0,0.3,0,365.0,392.0627724775996,39990.40279271516
